title,production_company,country,language,running_time,budget,box_office,release_date,imdb,directed_by,produced_by,based_on,distributed_by,release_location
Toy Story,Pixar Animation Studios,United States,English,81.0,30.0,373.6,1995-11-19,8.3,John Lasseter,Bonnie Arnold,No based,Buena Vista Pictures Distribution,El Capitan Theatre
Tom and Huck,Walt Disney Pictures,United States,English,92.0,0.0,23.9,1995-12-22,5.5,Peter Hewitt,Laurence Mark,No based,Buena Vista Pictures,Unknown
Muppet Treasure Island,Walt Disney Pictures,United States,English,100.0,31.0,34.3,1996-02-16,7.0,Brian Henson,Martin G. Baker,Treasure island,Buena Vista Pictures Distribution,Unknown
Muppet Treasure Island,Jim Henson Productions,United States,English,100.0,31.0,34.3,1996-02-16,7.0,Brian Henson,Martin G. Baker,Treasure island,Buena Vista Pictures Distribution,Unknown
Homeward Bound II: Lost in San Francisco,Walt Disney Pictures,United States,English,89.0,0.0,32.7,1996-03-08,6.0,David R. Ellis,Barry Jossen,Characters,Buena Vista Pictures,Unknown
James and the Giant Peach,Walt Disney Pictures,United Kingdom,English,79.0,38.0,28.9,1996-04-12,6.7,Henry Selick,Denise Di Novi,James and the giant peach,Buena Vista Pictures,United States
James and the Giant Peach,Walt Disney Pictures,United States,English,79.0,38.0,28.9,1996-04-12,6.7,Henry Selick,Denise Di Novi,James and the giant peach,Buena Vista Pictures,United States
James and the Giant Peach,Allied Filmmakers,United Kingdom,English,79.0,38.0,28.9,1996-04-12,6.7,Henry Selick,Denise Di Novi,James and the giant peach,Buena Vista Pictures,United States
James and the Giant Peach,Allied Filmmakers,United States,English,79.0,38.0,28.9,1996-04-12,6.7,Henry Selick,Denise Di Novi,James and the giant peach,Buena Vista Pictures,United States
James and the Giant Peach,Skellington Productions,United Kingdom,English,79.0,38.0,28.9,1996-04-12,6.7,Henry Selick,Denise Di Novi,James and the giant peach,Buena Vista Pictures,United States
James and the Giant Peach,Skellington Productions,United States,English,79.0,38.0,28.9,1996-04-12,6.7,Henry Selick,Denise Di Novi,James and the giant peach,Buena Vista Pictures,United States
The Hunchback of Notre Dame,Walt Disney Pictures,United States,English,91.0,100.0,325.3,1996-06-21,6.9,Gary Trousdale,Don Hahn,The hunchback of notre-dame,Buena Vista Pictures,Unknown
The Hunchback of Notre Dame,Walt Disney Feature Animation,United States,English,91.0,100.0,325.3,1996-06-21,6.9,Gary Trousdale,Don Hahn,The hunchback of notre-dame,Buena Vista Pictures,Unknown
First Kid,Walt Disney Pictures,United States,English,101.0,15.0,26.491793,1996-08-30,5.3,David M. Evans,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
First Kid,Caravan Pictures,United States,English,101.0,15.0,26.491793,1996-08-30,5.3,David M. Evans,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
First Kid,Roger Birnbaum Productions,United States,English,101.0,15.0,26.491793,1996-08-30,5.3,David M. Evans,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
D3: The Mighty Ducks,Walt Disney Pictures,United States,English,104.0,0.0,22.9,1996-10-04,5.5,Robert Lieberman,Jordan Kerner,Characters,Buena Vista Pictures,Unknown
D3: The Mighty Ducks,Avnet-Kerner Productions,United States,English,104.0,0.0,22.9,1996-10-04,5.5,Robert Lieberman,Jordan Kerner,Characters,Buena Vista Pictures,Unknown
101 Dalmatians,Walt Disney Pictures,United States,English,103.0,75.0,320.7,1996-11-27,5.7,Stephen Herek,John Hughes,The hundred and one dalmatians,Buena Vista Pictures Distribution,Unknown
101 Dalmatians,Great Oaks Entertainment,United States,English,103.0,75.0,320.7,1996-11-27,5.7,Stephen Herek,John Hughes,The hundred and one dalmatians,Buena Vista Pictures Distribution,Unknown
That Darn Cat,Walt Disney Pictures,United States,English,86.0,0.0,18.3,1997-02-14,4.7,Bob Spiers,Robert Simonds,Undercover cat,Buena Vista Pictures,Unknown
That Darn Cat,Robert Simonds Productions,United States,English,86.0,0.0,18.3,1997-02-14,4.7,Bob Spiers,Robert Simonds,Undercover cat,Buena Vista Pictures,Unknown
Jungle 2 Jungle,Walt Disney Pictures,United States,English,105.0,32.0,59.9,1997-03-07,5.2,John Pasquin,Richard Baker,No based,Buena Vista Pictures,US
Jungle 2 Jungle,Walt Disney Pictures,France,English,105.0,32.0,59.9,1997-03-07,5.2,John Pasquin,Richard Baker,No based,Buena Vista Pictures,US
Jungle 2 Jungle,TF1 International,United States,English,105.0,32.0,59.9,1997-03-07,5.2,John Pasquin,Richard Baker,No based,Buena Vista Pictures,US
Jungle 2 Jungle,TF1 International,France,English,105.0,32.0,59.9,1997-03-07,5.2,John Pasquin,Richard Baker,No based,Buena Vista Pictures,US
Hercules,nan,United States,English,93.0,85.0,252.7,1997-06-13,7.3,Ron Clements,Alice Dewey,Heracles,Buena Vista Pictures Distribution,limited release
George of the Jungle,Walt Disney Pictures,United States,English,92.0,55.0,174.4,1997-07-16,5.5,Sam Weisman,David Hoberman,George of the jungle,Buena Vista Pictures,Unknown
George of the Jungle,Mandeville Films,United States,English,92.0,55.0,174.4,1997-07-16,5.5,Sam Weisman,David Hoberman,George of the jungle,Buena Vista Pictures,Unknown
George of the Jungle,Jay Ward Productions,United States,English,92.0,55.0,174.4,1997-07-16,5.5,Sam Weisman,David Hoberman,George of the jungle,Buena Vista Pictures,Unknown
George of the Jungle,The Kerner Entertainment Company,United States,English,92.0,55.0,174.4,1997-07-16,5.5,Sam Weisman,David Hoberman,George of the jungle,Buena Vista Pictures,Unknown
Air Bud,Buddy Films,United States,English,98.0,3.0,27.8,1997-08-01,5.2,Charles Martin Smith,Robert Vince,Air buddy,Buena Vista Pictures Distribution,Unknown
Air Bud,Buddy Films,Canada,English,98.0,3.0,27.8,1997-08-01,5.2,Charles Martin Smith,Robert Vince,Air buddy,Buena Vista Pictures Distribution,Unknown
Air Bud,Inc.,United States,English,98.0,3.0,27.8,1997-08-01,5.2,Charles Martin Smith,Robert Vince,Air buddy,Buena Vista Pictures Distribution,Unknown
Air Bud,Inc.,Canada,English,98.0,3.0,27.8,1997-08-01,5.2,Charles Martin Smith,Robert Vince,Air buddy,Buena Vista Pictures Distribution,Unknown
RocketMan,Walt Disney Pictures,United States,English,95.0,16.0,15.4,1997-10-10,7.3,Stuart Gillard,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
RocketMan,Caravan Pictures,United States,English,95.0,16.0,15.4,1997-10-10,7.3,Stuart Gillard,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
RocketMan,Roger Birnbaum Productions,United States,English,95.0,16.0,15.4,1997-10-10,7.3,Stuart Gillard,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
Flubber,Walt Disney Pictures,United States,English,93.0,80.0,178.0,1997-11-16,5.3,Les Mayfield,John Hughes,A situation of gravity,Buena Vista Pictures,Pennsylvania
Flubber,Great Oaks,United States,English,93.0,80.0,178.0,1997-11-16,5.3,Les Mayfield,John Hughes,A situation of gravity,Buena Vista Pictures,Pennsylvania
Mr. Magoo,Walt Disney Pictures,United States,English,87.0,30.0,28.9,1997-12-25,4.0,Stanley Tong,Ben Myron,Mr. magoo,Buena Vista Pictures,Unknown
Mr. Magoo,UPA Productions,United States,English,87.0,30.0,28.9,1997-12-25,4.0,Stanley Tong,Ben Myron,Mr. magoo,Buena Vista Pictures,Unknown
Meet the Deedles,Walt Disney Pictures,United States,English,93.0,24.0,4.4,1998-03-27,4.1,Steve Boyum,Dale Pollock,No based,Buena Vista Pictures,United States
Meet the Deedles,DIC Entertainment,United States,English,93.0,24.0,4.4,1998-03-27,4.1,Steve Boyum,Dale Pollock,No based,Buena Vista Pictures,United States
Meet the Deedles,Peak Productions,United States,English,93.0,24.0,4.4,1998-03-27,4.1,Steve Boyum,Dale Pollock,No based,Buena Vista Pictures,United States
Mulan,Walt Disney Pictures,United States,English,87.0,90.0,304.3,1998-06-19,7.6,Barry Cook,Pam Coats,Ballad of mulan,Buena Vista Pictures,Unknown
Mulan,Walt Disney Feature Animation,United States,English,87.0,90.0,304.3,1998-06-19,7.6,Barry Cook,Pam Coats,Ballad of mulan,Buena Vista Pictures,Unknown
The Parent Trap,Walt Disney Pictures,United States,English,128.0,15.0,92.1,1998-07-29,6.5,Nancy Meyers,Charles Shyer,Lottie and lisa,Buena Vista Pictures Distribution,United States
I'll Be Home for Christmas,Walt Disney Pictures,United States,English,86.0,30.0,12.2,1998-11-13,5.5,Arlene Sanford,Robin French,No based,Buena Vista Pictures,Unknown
I'll Be Home for Christmas,Mandeville Films,United States,English,86.0,30.0,12.2,1998-11-13,5.5,Arlene Sanford,Robin French,No based,Buena Vista Pictures,Unknown
A Bug's Life,Walt Disney Pictures,United States,English,95.0,120.0,363.3,1998-11-20,7.2,John Lasseter,Darla K. Anderson,No based,Buena Vista Pictures Distribution,Unknown
A Bug's Life,Pixar Animation Studios,United States,English,95.0,120.0,363.3,1998-11-20,7.2,John Lasseter,Darla K. Anderson,No based,Buena Vista Pictures Distribution,Unknown
Mighty Joe Young,Walt Disney Pictures,United States,English,114.0,90.0,50.6,1998-12-25,5.6,Ron Underwood,Ted Hartley,Mighty joe young,Buena Vista Pictures,Unknown
Mighty Joe Young,RKO Pictures,United States,English,114.0,90.0,50.6,1998-12-25,5.6,Ron Underwood,Ted Hartley,Mighty joe young,Buena Vista Pictures,Unknown
Mighty Joe Young,The Jacobson Company,United States,English,114.0,90.0,50.6,1998-12-25,5.6,Ron Underwood,Ted Hartley,Mighty joe young,Buena Vista Pictures,Unknown
My Favorite Martian,Walt Disney Pictures,United States,English,93.0,65.0,36.8,1999-02-12,5.1,Donald Petrie,Jerry Leider,My favorite martian created,Buena Vista Pictures,Unknown
Doug's 1st Movie,Walt Disney Pictures,United States,English,83.0,5.0,19.4,1999-03-26,5.0,Maurice Joyce,David Campbell,Doug,Buena Vista Pictures,Unknown
Doug's 1st Movie,Jumbo Pictures,United States,English,83.0,5.0,19.4,1999-03-26,5.0,Maurice Joyce,David Campbell,Doug,Buena Vista Pictures,Unknown
Doug's 1st Movie,Walt Disney Television Animation,United States,English,83.0,5.0,19.4,1999-03-26,5.0,Maurice Joyce,David Campbell,Doug,Buena Vista Pictures,Unknown
Doug's 1st Movie,Plus One Animation,United States,English,83.0,5.0,19.4,1999-03-26,5.0,Maurice Joyce,David Campbell,Doug,Buena Vista Pictures,Unknown
Endurance,Walt Disney Pictures,United States,English,83.0,0.0,0.0,1999-02-05,7.4,Leslie Woodhead,Terrence Malick,No based,Buena Vista Pictures,Unknown
Endurance,Walt Disney Pictures,United Kingdom,English,83.0,0.0,0.0,1999-02-05,7.4,Leslie Woodhead,Terrence Malick,No based,Buena Vista Pictures,Unknown
Endurance,Walt Disney Pictures,Germany,English,83.0,0.0,0.0,1999-02-05,7.4,Leslie Woodhead,Terrence Malick,No based,Buena Vista Pictures,Unknown
Tarzan,nan,United States,English,88.0,130.0,448.2,1999-06-12,7.3,Kevin Lima,Bonnie Arnold,Tarzan of the apes,Buena Vista Pictures,El Capitan Theatre
Inspector Gadget,nan,United States,English,78.0,90.0,134.4,1999-07-23,4.1,David Kellogg,Roger Birnbaum,Inspector gadget,Buena Vista Pictures Distribution,Unknown
The Straight Story,Asymmetrical Productions,United States,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Asymmetrical Productions,United Kingdom,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Asymmetrical Productions,France,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Canal+,United States,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Canal+,United Kingdom,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Canal+,France,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,FilmFour Productions,United States,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,FilmFour Productions,United Kingdom,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,FilmFour Productions,France,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Ciby 2000,United States,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Ciby 2000,United Kingdom,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Ciby 2000,France,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Le Studio Canal+,United States,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Le Studio Canal+,United Kingdom,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
The Straight Story,Le Studio Canal+,France,English,112.0,10.0,6.2,1900-01-01,8.0,David Lynch,Mary Sweeney,No based,Buena Vista Pictures,Cannes
Toy Story 2,Walt Disney Pictures,United States,English,92.0,90.0,497.4,1999-11-13,7.9,John Lasseter,Helene Plotkin,No based,Buena Vista Pictures Distribution,El Capitan Theatre
Toy Story 2,Pixar Animation Studios,United States,English,92.0,90.0,497.4,1999-11-13,7.9,John Lasseter,Helene Plotkin,No based,Buena Vista Pictures Distribution,El Capitan Theatre
Fantasia 2000,Walt Disney Pictures,United States,English,74.0,85.0,90.9,1999-12-17,7.2,Don Hahn,Roy E. Disney,No based,Buena Vista Pictures,Carnegie Hall
Fantasia 2000,Walt Disney Feature Animation,United States,English,74.0,85.0,90.9,1999-12-17,7.2,Don Hahn,Roy E. Disney,No based,Buena Vista Pictures,Carnegie Hall
The Tigger Movie,Walt Disney Television Animation,United States,English,77.0,15.0,96.2,2000-02-11,6.3,Jun Falkenstein,Cheryl Abood,Characters created,Buena Vista Pictures,United States
The Tigger Movie,Walt Disney Animation Japan,United States,English,77.0,15.0,96.2,2000-02-11,6.3,Jun Falkenstein,Cheryl Abood,Characters created,Buena Vista Pictures,United States
The Tigger Movie,Walt Disney Pictures,United States,English,77.0,15.0,96.2,2000-02-11,6.3,Jun Falkenstein,Cheryl Abood,Characters created,Buena Vista Pictures,United States
Dinosaur,Walt Disney Pictures,United States,English,82.0,127.5,349.8,2000-05-19,6.5,Ralph Zondag,Pam Marsden,No based,Buena Vista Pictures,United States
Dinosaur,Walt Disney Feature Animation,United States,English,82.0,127.5,349.8,2000-05-19,6.5,Ralph Zondag,Pam Marsden,No based,Buena Vista Pictures,United States
Dinosaur,The Secret Lab,United States,English,82.0,127.5,349.8,2000-05-19,6.5,Ralph Zondag,Pam Marsden,No based,Buena Vista Pictures,United States
The Kid,Walt Disney Pictures,United States,English,104.0,65.0,110.3,2000-07-07,8.3,Jon Turteltaub,Hunt Lowry,No based,Buena Vista Pictures,Unknown
Remember The Titans,Walt Disney Pictures,United States,English,113.0,30.0,136.7,2000-09-29,7.8,Boaz Yakin,Jerry Bruckheimer,No based,Buena Vista Pictures,Unknown
Remember The Titans,Jerry Bruckheimer Films,United States,English,113.0,30.0,136.7,2000-09-29,7.8,Boaz Yakin,Jerry Bruckheimer,No based,Buena Vista Pictures,Unknown
Remember The Titans,Technical Black Films,United States,English,113.0,30.0,136.7,2000-09-29,7.8,Boaz Yakin,Jerry Bruckheimer,No based,Buena Vista Pictures,Unknown
102 Dalmatians,Walt Disney Pictures,United States,English,100.0,85.0,183.6,2000-11-22,4.9,Kevin Lima,Edward S. Feldman,No based,Buena Vista Pictures,Unknown
102 Dalmatians,Cruella Productions,United States,English,100.0,85.0,183.6,2000-11-22,4.9,Kevin Lima,Edward S. Feldman,No based,Buena Vista Pictures,Unknown
102 Dalmatians,Kanzaman S.A.M. Films,United States,English,100.0,85.0,183.6,2000-11-22,4.9,Kevin Lima,Edward S. Feldman,No based,Buena Vista Pictures,Unknown
The Emperor's New Groove,Walt Disney Pictures,United States,English,78.0,100.0,169.3,2000-12-15,7.3,Mark Dindal,Randy Fullmer,Kingdom of the sun,Buena Vista Pictures,Unknown
The Emperor's New Groove,Walt Disney Feature Animation,United States,English,78.0,100.0,169.3,2000-12-15,7.3,Mark Dindal,Randy Fullmer,Kingdom of the sun,Buena Vista Pictures,Unknown
Recess: School's Out,Walt Disney Pictures,United States,English,83.0,23.0,44.5,2001-02-10,6.6,Chuck Sheetz,Joe Ansolabehere,Recess,Buena Vista Pictures,Unknown
Recess: School's Out,Walt Disney Television Animation,United States,English,83.0,23.0,44.5,2001-02-10,6.6,Chuck Sheetz,Joe Ansolabehere,Recess,Buena Vista Pictures,Unknown
Recess: School's Out,Walt Disney Television Animation Digital Production,United States,English,83.0,23.0,44.5,2001-02-10,6.6,Chuck Sheetz,Joe Ansolabehere,Recess,Buena Vista Pictures,Unknown
Recess: School's Out,Paul & Joe Productions,United States,English,83.0,23.0,44.5,2001-02-10,6.6,Chuck Sheetz,Joe Ansolabehere,Recess,Buena Vista Pictures,Unknown
Recess: School's Out,Sunwoo Animation Sunwoo Digital International,United States,English,83.0,23.0,44.5,2001-02-10,6.6,Chuck Sheetz,Joe Ansolabehere,Recess,Buena Vista Pictures,Unknown
Atlantis: The Lost Empire,Walt Disney Pictures,United States,English,96.0,90.0,186.1,2001-06-03,6.9,Gary Trousdale,Don Hahn,No based,Buena Vista Pictures,Unknown
Atlantis: The Lost Empire,Walt Disney Feature Animation,United States,English,96.0,90.0,186.1,2001-06-03,6.9,Gary Trousdale,Don Hahn,No based,Buena Vista Pictures,Unknown
The Princess Diaries,Walt Disney Pictures,United States,English,115.0,26.0,165.3,2001-08-03,6.3,Garry Marshall,Whitney Houston,The princess diaries,Buena Vista Pictures,Unknown
The Princess Diaries,BrownHouse Productions,United States,English,115.0,26.0,165.3,2001-08-03,6.3,Garry Marshall,Whitney Houston,The princess diaries,Buena Vista Pictures,Unknown
Max Keeble's Big Move,Walt Disney Pictures,United States,English,86.0,25.0,18.6,2001-10-05,5.4,Tim Hill,Mike Karz,No based,Buena Vista Pictures,Unknown
Max Keeble's Big Move,Karz Entertainment,United States,English,86.0,25.0,18.6,2001-10-05,5.4,Tim Hill,Mike Karz,No based,Buena Vista Pictures,Unknown
"Monsters, Inc.",Walt Disney Pictures,United States,English,92.0,115.0,577.4,2001-10-28,8.0,Pete Docter,Darla K. Anderson,No based,Buena Vista Pictures Distribution,El Capitan Theatre
"Monsters, Inc.",Pixar Animation Studios,United States,English,92.0,115.0,577.4,2001-10-28,8.0,Pete Docter,Darla K. Anderson,No based,Buena Vista Pictures Distribution,El Capitan Theatre
Snow Dogs,Walt Disney Pictures,United States,English,99.0,33.0,115.0,2002-01-18,5.2,Brian Levant,Jordan Kerner,Winterdance,Buena Vista Pictures Distribution,Unknown
Snow Dogs,The Kerner Entertainment Company,United States,English,99.0,33.0,115.0,2002-01-18,5.2,Brian Levant,Jordan Kerner,Winterdance,Buena Vista Pictures Distribution,Unknown
Return to Never Land,Walt Disney Television Animation,United States,English,73.0,20.0,115.1,2002-02-10,5.8,Robin Budd,Christopher Chase,Characters created,Buena Vista Pictures,New York City
The Rookie,Walt Disney Pictures,United States,English,128.0,22.0,80.7,2002-03-29,6.9,John Lee Hancock,Mark Ciardi,No based,Buena Vista Pictures,Unknown
Lilo & Stitch,Walt Disney Pictures,United States,English,85.0,80.0,273.1,2002-06-21,7.2,Chris Sanders,Clark Spencer,No based,Buena Vista Pictures,Unknown
Lilo & Stitch,Walt Disney Feature Animation,United States,English,85.0,80.0,273.1,2002-06-21,7.2,Chris Sanders,Clark Spencer,No based,Buena Vista Pictures,Unknown
The Country Bears,Walt Disney Pictures,United States,English,88.0,35.0,18.0,2002-07-21,4.1,Peter Hastings,Jeffrey Chernov,Walt  country bear jamboree,Buena Vista Pictures,Unknown
Tuck Everlasting,Walt Disney Pictures,United States,English,96.0,15.0,19.3,2002-10-11,6.6,Jay Russell,Marc Abraham,Tuck everlasting,Buena Vista Pictures,U.S.
Tuck Everlasting,Scholastic Studios,United States,English,96.0,15.0,19.3,2002-10-11,6.6,Jay Russell,Marc Abraham,Tuck everlasting,Buena Vista Pictures,U.S.
The Santa Clause 2,Walt Disney Pictures,United States,English,104.0,65.0,172.9,2002-11-01,5.6,Michael Lembeck,Robert Newmyer,Characters created,Buena Vista Pictures Distribution,United States
The Santa Clause 2,Outlaw Productions,United States,English,104.0,65.0,172.9,2002-11-01,5.6,Michael Lembeck,Robert Newmyer,Characters created,Buena Vista Pictures Distribution,United States
The Santa Clause 2,Boxing Cat Films,United States,English,104.0,65.0,172.9,2002-11-01,5.6,Michael Lembeck,Robert Newmyer,Characters created,Buena Vista Pictures Distribution,United States
Treasure Planet,Walt Disney Pictures,United States,English,95.0,140.0,109.6,2002-11-27,7.2,Ron Clements,Ron Clements,Treasure island,Buena Vista Pictures,Unknown
Treasure Planet,Walt Disney Feature Animation,United States,English,95.0,140.0,109.6,2002-11-27,7.2,Ron Clements,Ron Clements,Treasure island,Buena Vista Pictures,Unknown
The Jungle Book 2,DisneyToon Studios,United States,English,72.0,20.0,135.7,2003-02-14,5.4,Steve Trenbirth,Christopher Chase,No based,Buena Vista Pictures,Unknown
The Jungle Book 2,DisneyToon Studios,Australia,English,72.0,20.0,135.7,2003-02-14,5.4,Steve Trenbirth,Christopher Chase,No based,Buena Vista Pictures,Unknown
The Jungle Book 2,Walt Disney Pictures,United States,English,72.0,20.0,135.7,2003-02-14,5.4,Steve Trenbirth,Christopher Chase,No based,Buena Vista Pictures,Unknown
The Jungle Book 2,Walt Disney Pictures,Australia,English,72.0,20.0,135.7,2003-02-14,5.4,Steve Trenbirth,Christopher Chase,No based,Buena Vista Pictures,Unknown
Piglet's Big Movie,DisneyToon Studios,United States,English,75.0,46.0,62.9,2003-03-16,6.1,Francis Glebas,Michelle Pappalardo-Robinson,Winnie the pooh and the house at pooh corner created,Buena Vista Pictures,Unknown
Piglet's Big Movie,Walt Disney Pictures,United States,English,75.0,46.0,62.9,2003-03-16,6.1,Francis Glebas,Michelle Pappalardo-Robinson,Winnie the pooh and the house at pooh corner created,Buena Vista Pictures,Unknown
Ghosts of the Abyss,Walt Disney Pictures,United States,English,61.0,13.0,28.7,2003-03-31,6.8,James Cameron,John Bruno,No based,Buena Vista Pictures,Unknown
Ghosts of the Abyss,Walden Media,United States,English,61.0,13.0,28.7,2003-03-31,6.8,James Cameron,John Bruno,No based,Buena Vista Pictures,Unknown
Ghosts of the Abyss,Earthship Productions,United States,English,61.0,13.0,28.7,2003-03-31,6.8,James Cameron,John Bruno,No based,Buena Vista Pictures,Unknown
Ghosts of the Abyss,Ascot Elite Entertainment Group,United States,English,61.0,13.0,28.7,2003-03-31,6.8,James Cameron,John Bruno,No based,Buena Vista Pictures,Unknown
Ghosts of the Abyss,Golden Village,United States,English,61.0,13.0,28.7,2003-03-31,6.8,James Cameron,John Bruno,No based,Buena Vista Pictures,Unknown
Ghosts of the Abyss,Telepool,United States,English,61.0,13.0,28.7,2003-03-31,6.8,James Cameron,John Bruno,No based,Buena Vista Pictures,Unknown
Ghosts of the Abyss,UGC PH,United States,English,61.0,13.0,28.7,2003-03-31,6.8,James Cameron,John Bruno,No based,Buena Vista Pictures,Unknown
Holes,Walt Disney Pictures,United States,English,117.0,20.0,71.4,2003-04-18,7.0,Andrew Davis,Andrew Davis,Holes,Buena Vista Pictures,United States
Holes,Walden Media,United States,English,117.0,20.0,71.4,2003-04-18,7.0,Andrew Davis,Andrew Davis,Holes,Buena Vista Pictures,United States
Holes,Phoenix Pictures,United States,English,117.0,20.0,71.4,2003-04-18,7.0,Andrew Davis,Andrew Davis,Holes,Buena Vista Pictures,United States
Holes,Chicago Pacific Entertainment,United States,English,117.0,20.0,71.4,2003-04-18,7.0,Andrew Davis,Andrew Davis,Holes,Buena Vista Pictures,United States
The Lizzie McGuire Movie,Walt Disney Pictures,United States,English,94.0,17.0,55.5,2003-05-02,5.5,Jim Fall,Stan Rogow,Lizzie mcguire,Buena Vista Pictures,United States
The Lizzie McGuire Movie,Walt Disney Pictures,United States,Italian,94.0,17.0,55.5,2003-05-02,5.5,Jim Fall,Stan Rogow,Lizzie mcguire,Buena Vista Pictures,United States
The Lizzie McGuire Movie,Stan Rogow Productions,United States,English,94.0,17.0,55.5,2003-05-02,5.5,Jim Fall,Stan Rogow,Lizzie mcguire,Buena Vista Pictures,United States
The Lizzie McGuire Movie,Stan Rogow Productions,United States,Italian,94.0,17.0,55.5,2003-05-02,5.5,Jim Fall,Stan Rogow,Lizzie mcguire,Buena Vista Pictures,United States
Finding Nemo,Walt Disney Pictures,United States,English,100.0,94.0,940.3,2003-05-30,8.1,Andrew Stanton,Graham Walters,No based,Buena Vista Pictures Distribution,Unknown
Finding Nemo,Pixar Animation Studios,United States,English,100.0,94.0,940.3,2003-05-30,8.1,Andrew Stanton,Graham Walters,No based,Buena Vista Pictures Distribution,Unknown
Pirates of the Caribbean: The Curse of the Black Pearl,nan,United States,English,143.0,140.0,654.3,2003-06-28,8.0,Gore Verbinski,Jerry Bruckheimer,Pirates of the caribbean,Buena Vista Pictures Distribution,Disneyland Resort
Freaky Friday,Walt Disney Pictures,United States,English,97.0,26.0,160.8,2003-08-04,6.2,Mark Waters,Andrew Gunn,Freaky friday,Buena Vista Pictures,Los Angeles
Freaky Friday,Gunn Films,United States,English,97.0,26.0,160.8,2003-08-04,6.2,Mark Waters,Andrew Gunn,Freaky friday,Buena Vista Pictures,Los Angeles
Brother Bear,Walt Disney Pictures,United States,English,85.0,46.0,250.4,2003-11-01,6.8,Aaron Blaise,Chuck Williams,No based,Buena Vista Pictures,Unknown
Brother Bear,Walt Disney Feature Animation,United States,English,85.0,46.0,250.4,2003-11-01,6.8,Aaron Blaise,Chuck Williams,No based,Buena Vista Pictures,Unknown
The Haunted Mansion,Walt Disney Pictures,United States,English,86.0,90.0,182.3,2003-11-26,5.0,Rob Minkoff,Andrew Gunn,The haunted mansion,Buena Vista Pictures,Unknown
The Young Black Stallion,Walt Disney Pictures,United States,English,50.0,0.0,9.638389,2003-12-25,5.6,Simon Wincer,Fred Roos,Walter farley steven farley,Buena Vista Pictures,Unknown
The Young Black Stallion,The Kennedy/Marshall Company,United States,English,50.0,0.0,9.638389,2003-12-25,5.6,Simon Wincer,Fred Roos,Walter farley steven farley,Buena Vista Pictures,Unknown
Teacher's Pet,Walt Disney Pictures,United States,English,74.0,10.0,6.5,2004-01-16,7.1,Timothy Björklund,Stephen Swofford,Gary baseman bill steinkellner cheri steinkellner,Buena Vista Pictures,Unknown
Teacher's Pet,Walt Disney Television Animation,United States,English,74.0,10.0,6.5,2004-01-16,7.1,Timothy Björklund,Stephen Swofford,Gary baseman bill steinkellner cheri steinkellner,Buena Vista Pictures,Unknown
Teacher's Pet,Toon City Animation,United States,English,74.0,10.0,6.5,2004-01-16,7.1,Timothy Björklund,Stephen Swofford,Gary baseman bill steinkellner cheri steinkellner,Buena Vista Pictures,Unknown
Miracle,Walt Disney Pictures,United States,English,136.0,28.0,64.5,2004-02-06,7.5,Gavin OConnor,Mark Ciardi,No based,Buena Vista Pictures,Unknown
Miracle,Mayhem Pictures,United States,English,136.0,28.0,64.5,2004-02-06,7.5,Gavin OConnor,Mark Ciardi,No based,Buena Vista Pictures,Unknown
